Country,Year,deficit,capex,expenditure,gdp_growth,gov_debt,gdp_nominal,revenue,tax_revenue,deficit_pct_gdp,revenue_pct_gdp,tax_pct_gdp,debt_pct_gdp,fiscal_burden,wage_proxy_pct_gdp,revenue_volatility,structural_deficit
Togo,2013,-94.8,162.2,614.4,5.82,357.4,2974.13,614.4,402.8,-0.03187486760834261,0.20658142044900524,0.1354345640573882,0.12016959581457433,0.5817057291666666,0.15204446342291694,0.021447921020169403,-0.0493348676083426
Togo,2014,-74.7,207.3,636.7,5.63,382.3,3156.75,636.7,458.2,-0.023663578047042055,0.20169478102478816,0.14514928328185633,0.12110556743486181,0.600439767551437,0.13602597608299677,0.006574849276691694,-0.04055357804704206
Togo,2015,-152.4,277.7,780.6,5.47,527.2,3402.69,780.6,516.3,-0.044788094125530094,0.22940673408391596,0.15173289368117576,0.15493624162060018,0.6753779144248014,0.14779483291160816,0.014792039130027315,-0.061198094125530095
Togo,2016,-217.7,332.4,912.7,5.7,564.1,3597.8,912.7,568.5,-0.06050920006670742,0.2536828061593196,0.15801323030741007,0.1567902607148813,0.6180563164237975,0.1612930123964645,0.026012928757158545,-0.07760920006670742
Togo,2017,-7.8,174.5,717.7,4.0,550.2,3708.9,717.7,563.2,-0.002103049421661409,0.19350750896492222,0.15185095311278277,0.1483458707433471,0.7666155775393618,0.14645851869826634,0.03027415958643143,-0.01410304942166141
Togo,2018,-23.1,201.69,789.0,4.8,600.8,3904.4,789.0,546.9,-0.005916402007990985,0.2020797049482635,0.1400727384489294,0.15387767646757503,0.7614702154626108,0.1504226001434279,0.03255105986756104,-0.020316402007990984
Togo,2019,68.0,129.75,753.7,4.9,751.3,4097.1,753.7,626.2,0.01659710526958092,0.18395938590710503,0.1528398135266408,0.1833736057211198,0.9968157091681039,0.15229064460227965,0.009064538598823306,0.0018971052695809214
Togo,2020,-307.5,394.19,1131.3,2.0,981.3,4259.3,1131.3,655.2,-0.07219496161341066,0.26560702462846003,0.15382809381823304,0.2303899701828939,0.8674091752850702,0.17305895334914184,0.0428765732785711,-0.07819496161341066
Togo,2021,-215.5,379.83,1139.4,5.99,1064.0,4625.84,1139.4,779.6,-0.04658613354547498,0.24631202116804732,0.16853155318817772,0.23001227885097625,0.9338248200807442,0.16420152880341735,0.04267412407086645,-0.06455613354547499
Togo,2022,-422.3,610.8,1477.2,5.9,3337.3,5104.8,1477.2,864.8,-0.08272606174580786,0.28937470615890926,0.16940918351355586,0.6537572480802383,2.2592066070945034,0.16972261401034322,0.02157002040832067,-0.10042606174580787
Togo,2023,-370.5,610.8,1642.8,6.5,3707.9,5613.2,1642.8,991.6,-0.06600513076320103,0.29266728425853344,0.176655027435331,0.6605679469821136,2.2570611151692233,0.18385234803677047,0.0258651835657908,-0.08550513076320103
Togo,2024,-362.6,,1703.6,6.3,4156.6,6098.4,1703.6,1113.4,-0.059458218549127646,0.279351961170143,0.1825724780270235,0.6815886134067953,2.4398919934256873,0.279351961170143,0.006935348063843998,-0.07835821854912764
